date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:51:15	104974/104974	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2012:21:14%20GMT	https://sites.google.com/steegle.com/fintangym/home?authuser=0	Y:/DataSheets/web/hackathon23/sites.google.com/steegle.com/fintangym/homee486.html	(from )
17:51:15	77/77	---MCZ	200	added ('OK')	text/plain	date:Fri,%2007%20Apr%202023%2012:21:15%20GMT	https://sites.google.com/robots.txt		(from )
17:51:16	104953/104953	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2012:21:16%20GMT	https://sites.google.com/steegle.com/fintangym/home?authuser	Y:/DataSheets/web/hackathon23/sites.google.com/steegle.com/fintangym/homefd93.html	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:16	17588/17588	---M--	200	added ('OK')	text/javascript	etag:%22243750ccecdc4147%22	https://apis.google.com/js/client.js?onload=gapiLoaded	Y:/DataSheets/web/hackathon23/apis.google.com/js/clientc932.js	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:17	104926/104926	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2012:21:17%20GMT	https://sites.google.com/steegle.com/fintangym/home	Y:/DataSheets/web/hackathon23/sites.google.com/steegle.com/fintangym/home.html	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:17	103870/103870	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2012:21:17%20GMT	https://sites.google.com/steegle.com/fintangym/services	Y:/DataSheets/web/hackathon23/sites.google.com/steegle.com/fintangym/services.html	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:17	117443/117443	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2012:21:17%20GMT	https://sites.google.com/steegle.com/fintangym/team	Y:/DataSheets/web/hackathon23/sites.google.com/steegle.com/fintangym/team.html	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:18	93707/93707	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2012:21:18%20GMT	https://sites.google.com/steegle.com/fintangym/blog	Y:/DataSheets/web/hackathon23/sites.google.com/steegle.com/fintangym/blog.html	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:18	126028/126028	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2012:21:18%20GMT	https://sites.google.com/steegle.com/fintangym/about	Y:/DataSheets/web/hackathon23/sites.google.com/steegle.com/fintangym/about.html	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:19	103353/103353	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Apr%202023%2012:21:19%20GMT	https://sites.google.com/steegle.com/fintangym/contact	Y:/DataSheets/web/hackathon23/sites.google.com/steegle.com/fintangym/contact.html	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:19	562/562	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2015:48:00%20GMT	https://ssl.gstatic.com/atari/images/sociallinks/facebook_white_44dp.png	Y:/DataSheets/web/hackathon23/ssl.gstatic.com/atari/images/sociallinks/facebook_white_44dp.png	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:20	563/563	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2015:48:00%20GMT	https://ssl.gstatic.com/atari/images/sociallinks/twitter_white_44dp.png	Y:/DataSheets/web/hackathon23/ssl.gstatic.com/atari/images/sociallinks/twitter_white_44dp.png	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:20	388/388	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2015:48:00%20GMT	https://ssl.gstatic.com/atari/images/sociallinks/linkedin_white_44dp.png	Y:/DataSheets/web/hackathon23/ssl.gstatic.com/atari/images/sociallinks/linkedin_white_44dp.png	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
17:51:21	450/450	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2015:48:00%20GMT	https://ssl.gstatic.com/atari/images/sociallinks/youtube_white_44dp.png	Y:/DataSheets/web/hackathon23/ssl.gstatic.com/atari/images/sociallinks/youtube_white_44dp.png	(from https://sites.google.com/steegle.com/fintangym/home?authuser=0)
